City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,CityDate,Temp (C)
293,Berlevåg,70.86,29.09,283.15,87,82,1.5,NO,1594851345,10.0
294,Härnösand,62.63,17.94,289.26,93,100,1.0,SE,1594851596,16.110000000000014
295,Camas,37.4,-6.03,304.15,40,0,3.1,ES,1594851345,31.0
296,Dingli,35.86,14.38,298.15,83,6,2.1,MT,1594851596,25.0
297,Kysyl-Syr,63.9,122.76,294.44,60,53,1.63,RU,1594851596,21.29000000000002
298,Clyde River,70.47,-68.59,292.15,45,1,8.2,CA,1594851596,19.0
299,Gizo Government Station,-8.1,156.84,301.13,77,43,9.32,SB,1594851596,27.980000000000018
300,Ambilobe,-13.2,49.05,292.89,87,35,0.96,MG,1594851596,19.74000000000001
301,Tautira,-17.73,-149.15,299.15,83,75,1.0,PF,1594851596,26.0
302,Zaysan,47.47,84.87,292.76,47,0,3.39,KZ,1594851596,19.610000000000014
303,San Clemente,33.43,-117.61,299.26,70,5,0.89,US,1594851573,26.110000000000014
304,Husavik,66.04,-17.34,284.15,93,75,2.6,IS,1594851596,11.0
305,Nong Chik,6.84,101.18,298.07,87,94,1.69,TH,1594851597,24.920000000000016
306,Taksimo,56.34,114.88,295.47,61,14,0.71,RU,1594851597,22.32000000000005
307,Juneau,58.3,-134.42,288.15,82,90,1.82,US,1594851313,15.0
308,Marabu,4.41,114.01,297.15,100,20,1.5,MY,1594851597,24.0
309,Belaya Gora,68.53,146.42,279.49,75,97,4.43,RU,1594851597,6.340000000000032
310,Salta,-24.79,-65.41,285.15,66,20,4.6,AR,1594851553,12.0
311,Vaitape,-16.52,-151.75,299.08,85,5,7.6,PF,1594851570,25.930000000000007
312,Vila Velha,-20.33,-40.29,294.15,94,90,3.1,BR,1594851466,21.0
313,Puerto Escondido,15.85,-97.07,303.15,70,75,2.6,MX,1594851597,30.0
314,Paris,48.85,2.35,292.15,59,89,4.1,FR,1594851434,19.0
